om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,edat,etime
2505171533-01,2025,05,17,2025-05-17,15:33:00,3,LA,22,0,1.00,0,0,0,0,32.7900,-91.3700,32.7900,-91.3700,0,0,0,0,0,123,0,0,0,2025-05-17,15:33:00
2505171544-01,2025,05,17,2025-05-17,15:44:00,3,OK,40,0,1.00,0,0,0,0,35.2416,-97.7829,35.2416,-97.7829,0,0,0,0,0,51,0,0,0,2025-05-17,15:44:00
2505171546-01,2025,05,17,2025-05-17,15:46:00,3,OK,40,0,1.00,0,0,0,0,35.2671,-97.7937,35.2671,-97.7937,0,0,0,0,0,51,0,0,0,2025-05-17,15:46:00
2505171546-02,2025,05,17,2025-05-17,15:46:00,3,OK,40,0,1.00,0,0,0,0,34.8526,-97.6128,34.8526,-97.6128,0,0,0,0,0,49,0,0,0,2025-05-17,15:46:00
2505171548-01,2025,05,17,2025-05-17,15:48:00,3,OK,40,0,1.25,0,0,0,0,34.8478,-97.6680,34.8478,-97.6680,0,0,0,0,0,51,0,0,0,2025-05-17,15:48:00
2505171548-02,2025,05,17,2025-05-17,15:48:00,3,TX,48,0,1.00,0,0,0,0,32.5800,-98.1100,32.5800,-98.1100,0,0,0,0,0,363,0,0,0,2025-05-17,15:48:00
2505171548-03,2025,05,17,2025-05-17,15:48:00,3,OK,40,0,2.50,0,0,0,0,35.3013,-97.7568,35.3013,-97.7568,0,0,0,0,0,51,0,0,0,2025-05-17,15:51:00
2505171551-01,2025,05,17,2025-05-17,15:51:00,3,OK,40,0,0.75,0,0,0,0,35.2934,-97.6973,35.2934,-97.6973,0,0,0,0,0,51,0,0,0,2025-05-17,15:51:00
2505171552-01,2025,05,17,2025-05-17,15:52:00,3,OK,40,0,0.75,0,0,0,0,35.3069,-97.6739,35.3069,-97.6739,0,0,0,0,0,51,0,0,0,2025-05-17,15:52:00
2505171555-01,2025,05,17,2025-05-17,15:55:00,3,OK,40,0,2.75,0,0,0,0,35.3483,-97.7599,35.3483,-97.7599,0,0,0,0,0,17,0,0,0,2025-05-17,15:55:00
2505171556-01,2025,05,17,2025-05-17,15:56:00,3,OK,40,0,1.75,0,0,0,0,35.3988,-97.7429,35.3988,-97.7429,0,0,0,0,0,17,0,0,0,2025-05-17,15:56:00
2505171557-01,2025,05,17,2025-05-17,15:57:00,3,OK,40,0,1.50,0,0,0,0,35.3838,-97.7669,35.3838,-97.7669,0,0,0,0,0,17,0,0,0,2025-05-17,15:57:00
2505171558-01,2025,05,17,2025-05-17,15:58:00,3,OK,40,0,2.25,0,0,0,0,35.4000,-97.7069,35.4000,-97.7069,0,0,0,0,0,17,0,0,0,2025-05-17,15:58:00
2505171558-02,2025,05,17,2025-05-17,15:58:00,3,OK,40,0,2.75,0,0,0,0,35.3900,-97.7200,35.3900,-97.7200,0,0,0,0,0,17,0,0,0,2025-05-17,15:58:00
2505171602-01,2025,05,17,2025-05-17,16:02:00,3,OK,40,0,1.25,0,0,0,0,35.4183,-97.6658,35.4183,-97.6658,0,0,0,0,0,109,0,0,0,2025-05-17,16:02:00
2505171602-02,2025,05,17,2025-05-17,16:02:00,3,OK,40,0,1.00,0,0,0,0,34.8822,-97.4064,34.8822,-97.4064,0,0,0,0,0,87,0,0,0,2025-05-17,16:02:00
2505171604-01,2025,05,17,2025-05-17,16:04:00,3,OK,40,0,1.00,0,0,0,0,35.4364,-97.7537,35.4364,-97.7537,0,0,0,0,0,17,0,0,0,2025-05-17,16:04:00
2505171605-01,2025,05,17,2025-05-17,16:05:00,3,OK,40,0,0.75,0,0,0,0,35.4598,-97.7349,35.4598,-97.7349,0,0,0,0,0,17,0,0,0,2025-05-17,16:05:00
2505171605-02,2025,05,17,2025-05-17,16:05:00,3,OK,40,0,1.50,0,0,0,0,35.4357,-97.6997,35.4357,-97.6997,0,0,0,0,0,17,0,0,0,2025-05-17,16:05:00
2505171605-03,2025,05,17,2025-05-17,16:05:00,3,OK,40,0,1.25,0,0,0,0,35.4511,-97.6603,35.4511,-97.6603,0,0,0,0,0,109,0,0,0,2025-05-17,16:05:00
2505171605-04,2025,05,17,2025-05-17,16:05:00,3,OK,40,0,2.50,0,0,0,0,35.4351,-97.6891,35.4351,-97.6891,0,0,0,0,0,17,0,0,0,2025-05-17,16:05:00
2505171605-05,2025,05,17,2025-05-17,16:05:00,3,OK,40,0,2.00,0,0,0,0,35.4321,-97.7134,35.4321,-97.7134,0,0,0,0,0,17,0,0,0,2025-05-17,16:05:00
2505171607-01,2025,05,17,2025-05-17,16:07:00,3,OK,40,0,0.88,0,0,0,0,35.4651,-97.7487,35.4651,-97.7487,0,0,0,0,0,17,0,0,0,2025-05-17,16:07:00
2505171610-01,2025,05,17,2025-05-17,16:10:00,3,OK,40,0,2.25,0,0,0,0,35.4935,-97.6073,35.4935,-97.6073,0,0,0,0,0,109,0,0,0,2025-05-17,16:10:00
2505171612-01,2025,05,17,2025-05-17,16:12:00,3,OK,40,0,0.75,0,0,0,0,35.5008,-97.6638,35.5008,-97.6638,0,0,0,0,0,109,0,0,0,2025-05-17,16:12:00
2505171612-02,2025,05,17,2025-05-17,16:12:00,3,OK,40,0,1.75,0,0,0,0,35.5078,-97.6542,35.5078,-97.6542,0,0,0,0,0,109,0,0,0,2025-05-17,16:12:00
2505171615-01,2025,05,17,2025-05-17,16:15:00,3,OK,40,0,0.75,0,0,0,0,35.5191,-97.6347,35.5191,-97.6347,0,0,0,0,0,109,0,0,0,2025-05-17,16:15:00
2505171615-02,2025,05,17,2025-05-17,16:15:00,3,NH,33,0,1.50,0,0,0,0,43.6500,-72.3100,43.6500,-72.3100,0,0,0,0,0,9,0,0,0,2025-05-17,16:20:00
2505171616-01,2025,05,17,2025-05-17,16:16:00,3,OK,40,0,0.75,0,0,0,0,35.5385,-97.6603,35.5385,-97.6603,0,0,0,0,0,109,0,0,0,2025-05-17,16:16:00
2505171622-01,2025,05,17,2025-05-17,16:22:00,3,TX,48,0,1.00,0,0,0,0,32.8100,-98.0800,32.8100,-98.0800,0,0,0,0,0,363,0,0,0,2025-05-17,16:22:00
2505171628-01,2025,05,17,2025-05-17,16:28:00,3,NH,33,0,1.25,0,0,0,0,43.6400,-72.1500,43.6400,-72.1500,0,0,0,0,0,9,0,0,0,2025-05-17,16:33:00
2505171636-01,2025,05,17,2025-05-17,16:36:00,3,TX,48,0,1.00,0,0,0,0,31.9800,-97.3700,31.9800,-97.3700,0,0,0,0,0,217,0,0,0,2025-05-17,16:36:00
2505171640-01,2025,05,17,2025-05-17,16:40:00,3,TX,48,0,1.50,0,0,0,0,33.0900,-97.9900,33.0900,-97.9900,0,0,0,0,0,237,0,0,0,2025-05-17,16:40:00
2505171641-01,2025,05,17,2025-05-17,16:41:00,3,TX,48,0,3.25,0,0,17000,0,33.0900,-97.9900,33.0900,-97.9900,0,0,0,0,0,237,0,0,0,2025-05-17,16:41:00
2505171653-01,2025,05,17,2025-05-17,16:53:00,3,TX,48,0,2.75,0,0,15000,0,33.1600,-97.8800,33.1600,-97.8800,0,0,0,0,0,497,0,0,0,2025-05-17,16:53:00
2505171656-01,2025,05,17,2025-05-17,16:56:00,3,TX,48,0,1.50,0,0,0,0,33.1800,-97.8500,33.1800,-97.8500,0,0,0,0,0,497,0,0,0,2025-05-17,16:56:00
2505171659-01,2025,05,17,2025-05-17,16:59:00,3,TX,48,0,1.00,0,0,0,0,33.1700,-97.8700,33.1700,-97.8700,0,0,0,0,0,497,0,0,0,2025-05-17,16:59:00
2505171707-01,2025,05,17,2025-05-17,17:07:00,3,MA,25,0,1.00,0,0,0,0,42.3900,-72.7300,42.3900,-72.7300,0,0,0,0,0,15,0,0,0,2025-05-17,17:07:00
2505171731-01,2025,05,17,2025-05-17,17:31:00,3,TX,48,0,1.00,0,0,0,0,33.6500,-97.3800,33.6500,-97.3800,0,0,0,0,0,97,0,0,0,2025-05-17,17:31:00
2505171734-01,2025,05,17,2025-05-17,17:34:00,3,OK,40,0,0.75,0,0,0,0,34.8091,-96.8621,34.8091,-96.8621,0,0,0,0,0,123,0,0,0,2025-05-17,17:34:00
2505171738-01,2025,05,17,2025-05-17,17:38:00,3,TX,48,0,1.75,0,0,7000,0,33.6500,-97.3800,33.6500,-97.3800,0,0,0,0,0,97,0,0,0,2025-05-17,17:38:00
2505171744-01,2025,05,17,2025-05-17,17:44:00,3,OK,40,0,1.00,0,0,0,0,34.8161,-96.7524,34.8161,-96.7524,0,0,0,0,0,123,0,0,0,2025-05-17,17:44:00
2505171750-01,2025,05,17,2025-05-17,17:50:00,3,TX,48,0,1.25,0,0,0,0,33.8400,-97.2500,33.8400,-97.2500,0,0,0,0,0,97,0,0,0,2025-05-17,17:50:00
2505171750-02,2025,05,17,2025-05-17,17:50:00,3,OK,40,0,1.00,0,0,0,0,34.7630,-96.6598,34.7630,-96.6598,0,0,0,0,0,123,0,0,0,2025-05-17,17:50:00
2505171833-01,2025,05,17,2025-05-17,18:33:00,3,TX,48,0,1.00,0,0,0,0,32.6382,-95.3692,32.6382,-95.3692,0,0,0,0,0,499,0,0,0,2025-05-17,18:33:00
2505171855-01,2025,05,17,2025-05-17,18:55:00,3,OK,40,0,1.00,0,0,0,0,34.6429,-95.9480,34.6429,-95.9480,0,0,0,0,0,5,0,0,0,2025-05-17,18:55:00
2505171857-01,2025,05,17,2025-05-17,18:57:00,3,OK,40,0,1.75,0,0,0,0,34.6585,-96.0139,34.6585,-96.0139,0,0,0,0,0,5,0,0,0,2025-05-17,18:57:00
2505171936-01,2025,05,17,2025-05-17,19:36:00,3,AR,05,0,1.00,0,0,0,0,34.1200,-93.0600,34.1200,-93.0600,0,0,0,0,0,19,0,0,0,2025-05-17,19:36:00
2505172027-01,2025,05,17,2025-05-17,20:27:00,3,OK,40,0,0.88,0,0,0,0,34.0382,-94.7836,34.0382,-94.7836,0,0,0,0,0,89,0,0,0,2025-05-17,20:27:00
2505172030-01,2025,05,17,2025-05-17,20:30:00,3,OK,40,0,1.25,0,0,0,0,35.4601,-97.6283,35.4601,-97.6283,0,0,0,0,0,109,0,0,0,2025-05-17,20:30:00
2505172033-01,2025,05,17,2025-05-17,20:33:00,3,OK,40,0,1.75,0,0,0,0,35.4937,-97.6072,35.4937,-97.6072,0,0,0,0,0,109,0,0,0,2025-05-17,20:33:00
2505172034-01,2025,05,17,2025-05-17,20:34:00,3,OK,40,0,1.00,0,0,0,0,35.4601,-97.6011,35.4601,-97.6011,0,0,0,0,0,109,0,0,0,2025-05-17,20:34:00
2505172040-01,2025,05,17,2025-05-17,20:40:00,3,OK,40,0,0.75,0,0,0,0,35.5068,-97.5426,35.5068,-97.5426,0,0,0,0,0,109,0,0,0,2025-05-17,20:40:00
2505172051-01,2025,05,17,2025-05-17,20:51:00,3,OK,40,0,1.00,0,0,0,0,35.3867,-97.4293,35.3867,-97.4293,0,0,0,0,0,109,0,0,0,2025-05-17,20:51:00
2505172054-01,2025,05,17,2025-05-17,20:54:00,3,OK,40,0,1.25,0,0,0,0,35.4200,-97.4114,35.4200,-97.4114,0,0,0,0,0,109,0,0,0,2025-05-17,20:54:00
2505172054-02,2025,05,17,2025-05-17,20:54:00,3,OK,40,0,1.00,0,0,0,0,35.4104,-97.4174,35.4104,-97.4174,0,0,0,0,0,109,0,0,0,2025-05-17,20:54:00
2505172058-01,2025,05,17,2025-05-17,20:58:00,3,OK,40,0,1.00,0,0,0,0,35.4356,-97.3977,35.4356,-97.3977,0,0,0,0,0,109,0,0,0,2025-05-17,20:58:00
2505172102-01,2025,05,17,2025-05-17,21:02:00,3,OK,40,0,0.75,0,0,0,0,35.4536,-97.4166,35.4536,-97.4166,0,0,0,0,0,109,0,0,0,2025-05-17,21:02:00
2505172110-01,2025,05,17,2025-05-17,21:10:00,3,OK,40,0,1.00,0,0,0,0,35.4274,-97.2976,35.4274,-97.2976,0,0,0,0,0,109,0,0,0,2025-05-17,21:10:00
2505172116-01,2025,05,17,2025-05-17,21:16:00,3,OK,40,0,1.00,0,0,0,0,35.3846,-97.2426,35.3846,-97.2426,0,0,0,0,0,109,0,0,0,2025-05-17,21:16:00
2505172122-01,2025,05,17,2025-05-17,21:22:00,3,OK,40,0,4.00,0,0,0,0,35.3844,-97.2129,35.3844,-97.2129,0,0,0,0,0,109,0,0,0,2025-05-17,21:22:00
2505172123-01,2025,05,17,2025-05-17,21:23:00,3,OK,40,0,2.75,0,0,0,0,35.4061,-97.1773,35.4061,-97.1773,0,0,0,0,0,109,0,0,0,2025-05-17,21:23:00
2505172124-01,2025,05,17,2025-05-17,21:24:00,3,OK,40,0,2.50,0,0,0,0,35.3842,-97.1598,35.3842,-97.1598,0,0,0,0,0,109,0,0,0,2025-05-17,21:24:00
2505172134-01,2025,05,17,2025-05-17,21:34:00,3,OK,40,0,2.25,0,0,0,0,35.3808,-97.0586,35.3808,-97.0586,0,0,0,0,0,125,0,0,0,2025-05-17,21:34:00
2505172142-01,2025,05,17,2025-05-17,21:42:00,3,OK,40,0,1.25,0,0,0,0,35.3766,-96.9946,35.3766,-96.9946,0,0,0,0,0,125,0,0,0,2025-05-17,21:42:00
2505172142-02,2025,05,17,2025-05-17,21:42:00,3,OK,40,0,1.00,0,0,0,0,36.2500,-96.6162,36.2500,-96.6162,0,0,0,0,0,117,0,0,0,2025-05-17,21:42:00
2505172145-01,2025,05,17,2025-05-17,21:45:00,3,OK,40,0,1.00,0,0,0,0,35.3284,-96.9115,35.3284,-96.9115,0,0,0,0,0,125,0,0,0,2025-05-17,21:45:00
2505172148-01,2025,05,17,2025-05-17,21:48:00,3,OK,40,0,1.20,0,0,0,0,35.3615,-96.9703,35.3615,-96.9703,0,0,0,0,0,125,0,0,0,2025-05-17,21:48:00
2505172156-01,2025,05,17,2025-05-17,21:56:00,3,OK,40,0,1.50,0,0,15000,0,36.3057,-96.4789,36.3057,-96.4789,0,0,0,0,0,117,0,0,0,2025-05-17,21:56:00
2505172159-01,2025,05,17,2025-05-17,21:59:00,3,OK,40,0,1.75,0,0,25000,0,36.3056,-96.4764,36.3056,-96.4764,0,0,0,0,0,117,0,0,0,2025-05-17,21:59:00
2505172202-01,2025,05,17,2025-05-17,22:02:00,3,OK,40,0,1.75,0,0,15000,0,36.3205,-96.3946,36.3205,-96.3946,0,0,0,0,0,113,0,0,0,2025-05-17,22:02:00
2505172204-01,2025,05,17,2025-05-17,22:04:00,3,OK,40,0,0.88,0,0,0,0,35.5100,-98.9700,35.5100,-98.9700,0,0,0,0,0,39,0,0,0,2025-05-17,22:04:00
2505172214-01,2025,05,17,2025-05-17,22:14:00,3,OK,40,0,0.75,0,0,0,0,35.6279,-98.6865,35.6279,-98.6865,0,0,0,0,0,39,0,0,0,2025-05-17,22:14:00
2505172324-01,2025,05,17,2025-05-17,23:24:00,3,OK,40,0,0.75,0,0,0,0,36.9307,-95.9684,36.9307,-95.9684,0,0,0,0,0,147,0,0,0,2025-05-17,23:24:00
2505180006-01,2025,05,18,2025-05-18,00:06:00,3,OK,40,0,0.75,0,0,0,0,35.5396,-97.6637,35.5396,-97.6637,0,0,0,0,0,109,0,0,0,2025-05-18,00:06:00
2505180008-01,2025,05,18,2025-05-18,00:08:00,3,OK,40,0,0.75,0,0,0,0,35.5190,-97.6347,35.5190,-97.6347,0,0,0,0,0,109,0,0,0,2025-05-18,00:08:00
2505180010-01,2025,05,18,2025-05-18,00:10:00,3,OK,40,0,0.75,0,0,0,0,35.5878,-97.6037,35.5878,-97.6037,0,0,0,0,0,109,0,0,0,2025-05-18,00:10:00
2505180010-02,2025,05,18,2025-05-18,00:10:00,3,OK,40,0,1.00,0,0,0,0,35.4937,-97.6072,35.4937,-97.6072,0,0,0,0,0,109,0,0,0,2025-05-18,00:10:00
2505180012-01,2025,05,18,2025-05-18,00:12:00,3,OK,40,0,0.75,0,0,0,0,35.4891,-97.5725,35.4891,-97.5725,0,0,0,0,0,109,0,0,0,2025-05-18,00:12:00
2505180022-01,2025,05,18,2025-05-18,00:22:00,3,OK,40,0,0.75,0,0,0,0,35.4716,-97.5103,35.4716,-97.5103,0,0,0,0,0,109,0,0,0,2025-05-18,00:22:00
2505180032-01,2025,05,18,2025-05-18,00:32:00,3,OK,40,0,1.25,0,0,0,0,35.4563,-97.3866,35.4563,-97.3866,0,0,0,0,0,109,0,0,0,2025-05-18,00:32:00
2505180032-02,2025,05,18,2025-05-18,00:32:00,3,OK,40,0,1.00,0,0,0,0,35.4846,-97.4000,35.4846,-97.4000,0,0,0,0,0,109,0,0,0,2025-05-18,00:32:00
2505180035-01,2025,05,18,2025-05-18,00:35:00,3,OK,40,0,1.00,0,0,0,0,35.4536,-97.4166,35.4536,-97.4166,0,0,0,0,0,109,0,0,0,2025-05-18,00:35:00
2505180118-01,2025,05,18,2025-05-18,01:18:00,3,OK,40,0,0.75,0,0,0,0,35.3817,-96.9294,35.3817,-96.9294,0,0,0,0,0,125,0,0,0,2025-05-18,01:18:00
2505180118-02,2025,05,18,2025-05-18,01:18:00,3,OK,40,0,0.75,0,0,0,0,35.3262,-96.9335,35.3262,-96.9335,0,0,0,0,0,125,0,0,0,2025-05-18,01:18:00
2505180200-01,2025,05,18,2025-05-18,02:00:00,3,OK,40,0,0.88,0,0,0,0,35.3400,-96.4500,35.3400,-96.4500,0,0,0,0,0,133,0,0,0,2025-05-18,02:00:00
2505180203-01,2025,05,18,2025-05-18,02:03:00,3,OK,40,0,1.00,0,0,0,0,35.5072,-95.8403,35.5072,-95.8403,0,0,0,0,0,111,0,0,0,2025-05-18,02:03:00
2505180207-01,2025,05,18,2025-05-18,02:07:00,3,OK,40,0,1.00,0,0,0,0,35.5003,-95.7186,35.5003,-95.7186,0,0,0,0,0,91,0,0,0,2025-05-18,02:07:00
2505180222-01,2025,05,18,2025-05-18,02:22:00,3,OK,40,0,1.00,0,0,0,0,35.4708,-95.5234,35.4708,-95.5234,0,0,0,0,0,91,0,0,0,2025-05-18,02:22:00
2505180331-01,2025,05,18,2025-05-18,03:31:00,3,AR,05,0,1.00,0,0,0,0,35.3300,-94.3945,35.3300,-94.3945,0,0,0,0,0,131,0,0,0,2025-05-18,03:31:00
2505180336-01,2025,05,18,2025-05-18,03:36:00,3,AR,05,0,1.00,0,0,0,0,35.3300,-94.3945,35.3300,-94.3945,0,0,0,0,0,131,0,0,0,2025-05-18,03:36:00
2505180348-01,2025,05,18,2025-05-18,03:48:00,3,AR,05,0,1.00,0,0,0,0,35.3350,-94.1746,35.3350,-94.1746,0,0,0,0,0,131,0,0,0,2025-05-18,03:48:00
2505180459-01,2025,05,18,2025-05-18,04:59:00,3,AL,01,0,1.00,0,0,0,0,33.3245,-86.8806,33.3245,-86.8806,0,0,0,0,0,117,0,0,0,2025-05-18,05:02:00
2505180500-01,2025,05,18,2025-05-18,05:00:00,3,AR,05,0,1.00,0,0,0,0,35.1800,-92.7300,35.1800,-92.7300,0,0,0,0,0,29,0,0,0,2025-05-18,05:00:00
2505180501-01,2025,05,18,2025-05-18,05:01:00,3,AL,01,0,1.25,0,0,0,0,33.3400,-86.8500,33.3400,-86.8500,0,0,0,0,0,73,0,0,0,2025-05-18,05:06:00
2505180509-01,2025,05,18,2025-05-18,05:09:00,3,AL,01,0,1.25,0,0,0,0,33.3500,-86.7700,33.3500,-86.7700,0,0,0,0,0,117,0,0,0,2025-05-18,05:10:00
2505180534-01,2025,05,18,2025-05-18,05:34:00,3,AL,01,0,1.25,0,0,0,0,33.2801,-86.3621,33.2801,-86.3621,0,0,0,0,0,121,0,0,0,2025-05-18,05:37:00
2505181058-01,2025,05,18,2025-05-18,10:58:00,3,OK,40,0,0.88,0,0,0,0,35.6902,-94.7826,35.6902,-94.7826,0,0,0,0,0,1,0,0,0,2025-05-18,10:58:00
2505181100-01,2025,05,18,2025-05-18,11:00:00,3,OK,40,0,0.75,0,0,0,0,35.9309,-95.1425,35.9309,-95.1425,0,0,0,0,0,21,0,0,0,2025-05-18,11:00:00
2505181115-01,2025,05,18,2025-05-18,11:15:00,3,OK,40,0,1.00,0,0,0,0,35.8098,-94.6426,35.8098,-94.6426,0,0,0,0,0,1,0,0,0,2025-05-18,11:15:00
2505181140-01,2025,05,18,2025-05-18,11:40:00,3,AR,05,0,0.75,0,0,0,0,35.9595,-94.4547,35.9595,-94.4547,0,0,0,0,0,143,0,0,0,2025-05-18,11:40:00
2505181146-01,2025,05,18,2025-05-18,11:46:00,3,OK,40,0,1.25,0,0,20000,0,36.3700,-96.1079,36.3700,-96.1079,0,0,0,0,0,113,0,0,0,2025-05-18,11:46:00
2505181147-01,2025,05,18,2025-05-18,11:47:00,3,OK,40,0,1.00,0,0,0,0,36.3700,-96.0539,36.3700,-96.0539,0,0,0,0,0,113,0,0,0,2025-05-18,11:47:00
2505181154-01,2025,05,18,2025-05-18,11:54:00,3,OK,40,0,1.00,0,0,0,0,36.3700,-95.9281,36.3700,-95.9281,0,0,0,0,0,143,0,0,0,2025-05-18,11:54:00
2505181154-02,2025,05,18,2025-05-18,11:54:00,3,OK,40,0,0.75,0,0,0,0,36.4100,-95.9300,36.4100,-95.9300,0,0,0,0,0,143,0,0,0,2025-05-18,11:54:00
2505181205-01,2025,05,18,2025-05-18,12:05:00,3,AR,05,0,1.50,0,0,15000,0,35.6300,-94.2590,35.6300,-94.2590,0,0,0,0,0,33,0,0,0,2025-05-18,12:05:00
2505181212-01,2025,05,18,2025-05-18,12:12:00,3,OK,40,0,0.75,0,0,0,0,36.2300,-95.7518,36.2300,-95.7518,0,0,0,0,0,131,0,0,0,2025-05-18,12:14:00
2505181236-01,2025,05,18,2025-05-18,12:36:00,3,OK,40,0,1.75,0,0,30000,0,36.2493,-95.5568,36.2493,-95.5568,0,0,0,0,0,131,0,0,0,2025-05-18,12:36:00
2505181241-01,2025,05,18,2025-05-18,12:41:00,3,OK,40,0,1.25,0,0,20000,0,36.3072,-95.4714,36.3072,-95.4714,0,0,0,0,0,131,0,0,0,2025-05-18,12:41:00
2505181243-01,2025,05,18,2025-05-18,12:43:00,3,OK,40,0,1.75,0,0,30000,0,36.3000,-95.4278,36.3000,-95.4278,0,0,0,0,0,97,0,0,0,2025-05-18,12:43:00
2505181246-01,2025,05,18,2025-05-18,12:46:00,3,OK,40,0,1.00,0,0,0,0,36.3074,-95.3818,36.3074,-95.3818,0,0,0,0,0,97,0,0,0,2025-05-18,12:46:00
2505181300-01,2025,05,18,2025-05-18,13:00:00,3,OK,40,0,1.75,0,0,30000,0,36.3290,-95.3200,36.3290,-95.3200,0,0,0,0,0,97,0,0,0,2025-05-18,13:00:00
2505181307-01,2025,05,18,2025-05-18,13:07:00,3,CO,08,0,0.75,0,0,0,0,39.6200,-104.7100,39.6200,-104.7100,0,0,0,0,0,5,0,0,0,2025-05-18,13:09:00
2505181311-01,2025,05,18,2025-05-18,13:11:00,3,CO,08,0,1.25,0,0,0,0,39.5800,-104.6800,39.5800,-104.6800,0,0,0,0,0,5,0,0,0,2025-05-18,13:13:00
2505181321-01,2025,05,18,2025-05-18,13:21:00,3,CO,08,0,0.75,0,0,0,0,39.6900,-104.7100,39.6900,-104.7100,0,0,0,0,0,5,0,0,0,2025-05-18,13:23:00
2505181325-01,2025,05,18,2025-05-18,13:25:00,3,CO,08,0,1.50,0,0,0,0,39.5800,-104.6800,39.5800,-104.6800,0,0,0,0,0,5,0,0,0,2025-05-18,13:27:00
2505181329-01,2025,05,18,2025-05-18,13:29:00,3,OK,40,0,2.00,0,0,25000,0,36.3933,-95.1162,36.3933,-95.1162,0,0,0,0,0,97,0,0,0,2025-05-18,13:29:00
2505181359-01,2025,05,18,2025-05-18,13:59:00,3,KS,20,0,1.25,0,0,0,0,37.6600,-97.6400,37.6600,-97.6400,0,0,0,0,0,173,0,0,0,2025-05-18,14:00:00
2505181415-01,2025,05,18,2025-05-18,14:15:00,3,KS,20,0,1.50,0,0,0,0,37.7800,-97.5400,37.7800,-97.5400,0,0,0,0,0,173,0,0,0,2025-05-18,14:16:00
2505181423-01,2025,05,18,2025-05-18,14:23:00,3,CO,08,0,0.75,0,0,0,0,40.1900,-104.9700,40.1900,-104.9700,0,0,0,0,0,123,0,0,0,2025-05-18,14:24:00
2505181424-01,2025,05,18,2025-05-18,14:24:00,3,KS,20,0,1.25,0,0,0,0,37.6500,-97.4400,37.6500,-97.4400,0,0,0,0,0,173,0,0,0,2025-05-18,14:25:00
2505181425-01,2025,05,18,2025-05-18,14:25:00,3,KS,20,0,1.75,0,0,0,0,37.6800,-97.4300,37.6800,-97.4300,0,0,0,0,0,173,0,0,0,2025-05-18,14:26:00
2505181428-01,2025,05,18,2025-05-18,14:28:00,3,KS,20,0,1.75,0,0,0,0,37.7000,-97.3900,37.7000,-97.3900,0,0,0,0,0,173,0,0,0,2025-05-18,14:29:00
2505181429-01,2025,05,18,2025-05-18,14:29:00,3,KS,20,0,1.75,0,0,0,0,37.7100,-97.3900,37.7100,-97.3900,0,0,0,0,0,173,0,0,0,2025-05-18,14:30:00
2505181435-01,2025,05,18,2025-05-18,14:35:00,3,OK,40,0,1.00,0,0,0,0,36.2105,-94.8154,36.2105,-94.8154,0,0,0,0,0,41,0,0,0,2025-05-18,14:35:00
2505181436-01,2025,05,18,2025-05-18,14:36:00,3,AL,01,0,0.88,0,0,0,0,32.8694,-86.6662,32.8694,-86.6662,0,0,0,0,0,21,0,0,0,2025-05-18,14:42:00
2505181444-01,2025,05,18,2025-05-18,14:44:00,3,CO,08,0,0.75,0,0,0,0,40.3400,-104.9300,40.3400,-104.9300,0,0,0,0,0,123,0,0,0,2025-05-18,14:45:00
2505181456-01,2025,05,18,2025-05-18,14:56:00,3,OK,40,0,0.75,0,0,0,0,36.1762,-94.5759,36.1762,-94.5759,0,0,0,0,0,41,0,0,0,2025-05-18,14:56:00
2505181458-01,2025,05,18,2025-05-18,14:58:00,3,AR,05,0,1.25,0,0,25000,0,36.1800,-94.5300,36.1800,-94.5300,0,0,0,0,0,7,0,0,0,2025-05-18,14:58:00
2505181500-01,2025,05,18,2025-05-18,15:00:00,3,AR,05,0,1.00,0,0,0,0,36.2234,-94.5300,36.2234,-94.5300,0,0,0,0,0,7,0,0,0,2025-05-18,15:00:00
2505181500-02,2025,05,18,2025-05-18,15:00:00,3,AR,05,0,1.00,0,0,0,0,36.1745,-94.5466,36.1745,-94.5466,0,0,0,0,0,7,0,0,0,2025-05-18,15:00:00
2505181500-03,2025,05,18,2025-05-18,15:00:00,3,AR,05,0,1.75,0,0,50000,0,36.1800,-94.5300,36.1800,-94.5300,0,0,0,0,0,7,0,0,0,2025-05-18,15:00:00
2505181505-01,2025,05,18,2025-05-18,15:05:00,3,AR,05,0,1.00,0,0,0,0,36.1800,-94.4941,36.1800,-94.4941,0,0,0,0,0,7,0,0,0,2025-05-18,15:05:00
2505181505-02,2025,05,18,2025-05-18,15:05:00,3,AR,05,0,0.75,0,0,0,0,36.1693,-94.4680,36.1693,-94.4680,0,0,0,0,0,7,0,0,0,2025-05-18,15:05:00
2505181515-01,2025,05,18,2025-05-18,15:15:00,3,CO,08,0,0.75,0,0,0,0,39.9700,-105.2600,39.9700,-105.2600,0,0,0,0,0,13,0,0,0,2025-05-18,15:17:00
2505181516-01,2025,05,18,2025-05-18,15:16:00,3,CO,08,0,1.00,0,0,0,0,39.9800,-105.2600,39.9800,-105.2600,0,0,0,0,0,13,0,0,0,2025-05-18,15:18:00
2505181520-01,2025,05,18,2025-05-18,15:20:00,3,AR,05,0,1.00,0,0,0,0,36.1022,-94.3339,36.1022,-94.3339,0,0,0,0,0,143,0,0,0,2025-05-18,15:20:00
