om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt,edat,etime
2510241913-01,2025,10,24,2025-10-24,19:13:00,3,TX,48,0,52.0000,0,0,0,0,32.5800,-97.8900,32.5800,-97.8900,0,0,0,0,0,367,0,0,0,EG,2025-10-24,19:13:00
2510241955-01,2025,10,24,2025-10-24,19:55:00,3,TX,48,0,50.0000,0,0,0,0,30.2300,-100.9700,30.2300,-100.9700,0,0,0,0,0,465,0,0,0,MG,2025-10-24,19:55:00
2510241957-01,2025,10,24,2025-10-24,19:57:00,3,TX,48,0,60.0000,0,0,0,0,32.6900,-97.3500,32.6900,-97.3500,0,0,0,0,0,439,0,0,0,EG,2025-10-24,19:57:00
2510241958-01,2025,10,24,2025-10-24,19:58:00,3,TX,48,0,60.0000,0,0,5000,0,32.7000,-97.3400,32.7000,-97.3400,0,0,0,0,0,439,0,0,0,EG,2025-10-24,19:58:00
2510241958-02,2025,10,24,2025-10-24,19:58:00,3,TX,48,0,60.0000,0,0,5000,0,32.7100,-97.3300,32.7100,-97.3300,0,0,0,0,0,439,0,0,0,EG,2025-10-24,19:58:00
2510241958-03,2025,10,24,2025-10-24,19:58:00,3,TX,48,0,60.0000,0,0,0,0,32.6969,-97.3450,32.6969,-97.3450,0,0,0,0,0,439,0,0,0,EG,2025-10-24,19:58:00
2510242000-01,2025,10,24,2025-10-24,20:00:00,3,TX,48,0,65.0000,0,0,10000,0,32.7100,-97.3200,32.7100,-97.3200,0,0,0,0,0,439,0,0,0,EG,2025-10-24,20:00:00
2510242000-02,2025,10,24,2025-10-24,20:00:00,3,TX,48,0,60.0000,0,0,50000,0,32.7100,-97.3100,32.7100,-97.3100,0,0,0,0,0,439,0,0,0,EG,2025-10-24,20:00:00
2510242000-03,2025,10,24,2025-10-24,20:00:00,3,TX,48,0,70.0000,0,0,100000,0,32.6898,-97.3198,32.6898,-97.3198,0,0,0,0,0,439,0,0,0,EG,2025-10-24,20:00:00
2510242000-04,2025,10,24,2025-10-24,20:00:00,3,TX,48,0,70.0000,0,0,0,0,32.6700,-97.2900,32.6700,-97.2900,0,0,0,0,0,439,0,0,0,EG,2025-10-24,20:00:00
2510242000-05,2025,10,24,2025-10-24,20:00:00,3,TX,48,0,60.0000,0,0,0,0,32.6600,-97.3700,32.6600,-97.3700,0,0,0,0,0,439,0,0,0,EG,2025-10-24,20:00:00
2510242002-01,2025,10,24,2025-10-24,20:02:00,3,TX,48,0,58.0000,0,0,0,0,32.6700,-97.2100,32.6700,-97.2100,0,0,0,0,0,439,0,0,0,MG,2025-10-24,20:02:00
2510242004-01,2025,10,24,2025-10-24,20:04:00,3,TX,48,0,55.0000,0,0,0,0,32.7700,-97.4300,32.7700,-97.4300,0,0,0,0,0,439,0,0,0,MG,2025-10-24,20:08:00
2510242005-01,2025,10,24,2025-10-24,20:05:00,3,TX,48,0,50.0000,0,0,0,0,29.9300,-100.9400,29.9300,-100.9400,0,0,0,0,0,465,0,0,0,MG,2025-10-24,20:05:00
2510242008-01,2025,10,24,2025-10-24,20:08:00,3,TX,48,0,53.0000,0,0,0,0,32.7700,-97.3100,32.7700,-97.3100,0,0,0,0,0,439,0,0,0,EG,2025-10-24,20:08:00
2510242008-02,2025,10,24,2025-10-24,20:08:00,3,TX,48,0,53.0000,0,0,0,0,32.7359,-97.3453,32.7359,-97.3453,0,0,0,0,0,439,0,0,0,EG,2025-10-24,20:08:00
2510242210-01,2025,10,24,2025-10-24,22:10:00,3,TX,48,0,52.0000,0,0,10000,0,29.9400,-98.9200,29.9400,-98.9200,0,0,0,0,0,259,0,0,0,EG,2025-10-24,22:10:00
2510242301-01,2025,10,24,2025-10-24,23:01:00,3,TX,48,0,52.0000,0,0,5000,0,29.8800,-98.2100,29.8800,-98.2100,0,0,0,0,0,91,0,0,0,EG,2025-10-24,23:01:00
2510242301-02,2025,10,24,2025-10-24,23:01:00,3,TX,48,0,50.0000,0,0,0,0,29.8800,-98.2100,29.8800,-98.2100,0,0,0,0,0,91,0,0,0,MG,2025-10-24,23:01:00
2510242302-01,2025,10,24,2025-10-24,23:02:00,3,TX,48,0,87.0000,0,0,25000,0,29.9221,-98.1971,29.9224,-98.1957,0,0,0,0,0,91,0,0,0,EG,2025-10-24,23:02:00
2510242302-02,2025,10,24,2025-10-24,23:02:00,3,TX,48,0,87.0000,0,0,20000,0,29.9197,-98.1923,29.9197,-98.1923,0,0,0,0,0,91,0,0,0,EG,2025-10-24,23:02:00
2510242350-01,2025,10,24,2025-10-24,23:50:00,3,TX,48,0,65.0000,0,0,25000,0,29.8600,-97.4700,29.8600,-97.4700,0,0,0,0,0,55,0,0,0,EG,2025-10-24,23:50:00
2510250106-01,2025,10,25,2025-10-25,01:06:00,3,TX,48,0,52.0000,0,0,0,0,30.3200,-96.3500,30.3200,-96.3500,0,0,0,0,0,477,0,0,0,EG,2025-10-25,01:06:00
2510250115-01,2025,10,25,2025-10-25,01:15:00,3,TX,48,0,55.0000,0,0,0,0,29.6400,-96.5100,29.6400,-96.5100,0,0,0,0,0,89,0,0,0,MG,2025-10-25,01:15:00
2510250130-01,2025,10,25,2025-10-25,01:30:00,3,TX,48,0,52.0000,0,0,0,0,29.7700,-96.1300,29.7700,-96.1300,0,0,0,0,0,15,0,0,0,EG,2025-10-25,01:30:00
2510250138-01,2025,10,25,2025-10-25,01:38:00,3,TX,48,0,52.0000,0,0,0,0,30.2400,-95.9000,30.2400,-95.9000,0,0,0,0,0,473,0,0,0,EG,2025-10-25,01:38:00
2510250138-02,2025,10,25,2025-10-25,01:38:00,3,TX,48,0,56.0000,0,0,0,0,30.1100,-96.0800,30.1100,-96.0800,0,0,0,0,0,473,0,0,0,MG,2025-10-25,01:38:00
2510250144-01,2025,10,25,2025-10-25,01:44:00,3,TX,48,0,50.0000,0,0,0,0,29.8800,-96.0800,29.8800,-96.0800,0,0,0,0,0,473,0,0,0,EG,2025-10-25,01:44:00
2510250149-01,2025,10,25,2025-10-25,01:49:00,3,TX,48,0,52.0000,0,0,0,0,29.9000,-95.9600,29.9000,-95.9600,0,0,0,0,0,473,0,0,0,EG,2025-10-25,01:49:00
2510250206-01,2025,10,25,2025-10-25,02:06:00,3,TX,48,0,50.0000,0,0,0,0,30.4400,-95.6200,30.4400,-95.6200,0,0,0,0,0,339,0,0,0,EG,2025-10-25,02:06:00
2510250210-01,2025,10,25,2025-10-25,02:10:00,3,TX,48,0,50.0000,0,0,0,0,30.0500,-95.5900,30.0500,-95.5900,0,0,0,0,0,201,0,0,0,EG,2025-10-25,02:10:00
2510250213-01,2025,10,25,2025-10-25,02:13:00,3,TX,48,0,50.0000,0,0,0,0,30.5500,-95.4800,30.5500,-95.4800,0,0,0,0,0,471,0,0,0,EG,2025-10-25,02:13:00
2510250215-01,2025,10,25,2025-10-25,02:15:00,3,TX,48,0,50.0000,0,0,0,0,30.7300,-95.5400,30.7300,-95.5400,0,0,0,0,0,471,0,0,0,EG,2025-10-25,02:15:00
2510250224-01,2025,10,25,2025-10-25,02:24:00,3,TX,48,0,50.0000,0,0,0,0,30.1300,-95.4200,30.1300,-95.4200,0,0,0,0,0,339,0,0,0,EG,2025-10-25,02:24:00
2510250245-01,2025,10,25,2025-10-25,02:45:00,3,TX,48,0,50.0000,0,0,0,0,30.3600,-95.1000,30.3600,-95.1000,0,0,0,0,0,291,0,0,0,EG,2025-10-25,02:45:00
2510250254-01,2025,10,25,2025-10-25,02:54:00,3,TX,48,0,55.0000,0,0,0,0,29.6300,-95.2800,29.6300,-95.2800,0,0,0,0,0,201,0,0,0,MG,2025-10-25,02:54:00
2510250255-01,2025,10,25,2025-10-25,02:55:00,3,TX,48,0,51.0000,0,0,0,0,29.7200,-95.4000,29.7200,-95.4000,0,0,0,0,0,201,0,0,0,MG,2025-10-25,02:55:00
2510250333-01,2025,10,25,2025-10-25,03:33:00,3,TX,48,0,50.0000,0,0,0,0,30.0500,-95.2100,30.0500,-95.2100,0,0,0,0,0,201,0,0,0,EG,2025-10-25,03:33:00
2510250513-01,2025,10,25,2025-10-25,05:13:00,3,TX,48,0,50.0000,0,0,1000,0,30.1600,-93.7500,30.1600,-93.7500,0,0,0,0,0,361,0,0,0,EG,2025-10-25,05:13:00
2510251455-01,2025,10,25,2025-10-25,14:55:00,3,TX,48,0,53.0000,0,0,0,0,31.4200,-97.8000,31.4200,-97.8000,0,0,0,0,0,99,0,0,0,MG,2025-10-25,14:55:00
2510251735-01,2025,10,25,2025-10-25,17:35:00,3,WA,53,0,48.0000,0,0,12000,0,47.6798,-117.4417,47.6808,-117.4390,0,0,0,0,0,63,0,0,0,EG,2025-10-25,17:53:00
2510251916-01,2025,10,25,2025-10-25,19:16:00,3,ID,16,0,52.0000,0,0,0,0,43.9157,-116.1970,43.9157,-116.1970,0,0,0,0,0,15,0,0,0,EG,2025-10-25,19:16:00
2510252154-01,2025,10,25,2025-10-25,21:54:00,3,TX,48,0,50.0000,0,0,3000,0,30.4500,-93.7300,30.4500,-93.7300,0,0,0,0,0,351,0,0,0,EG,2025-10-25,21:54:00
2510252207-01,2025,10,25,2025-10-25,22:07:00,3,TX,48,0,50.0000,0,0,1000,0,30.1300,-93.7600,30.1300,-93.7600,0,0,0,0,0,361,0,0,0,EG,2025-10-25,22:07:00
2510252252-01,2025,10,25,2025-10-25,22:52:00,3,LA,22,0,50.0000,0,0,0,0,30.2200,-93.2200,30.2200,-93.2200,0,0,0,0,0,19,0,0,0,EG,2025-10-25,22:52:00
2510252312-01,2025,10,25,2025-10-25,23:12:00,3,LA,22,0,50.0000,0,0,2000,0,30.0700,-93.1000,30.0700,-93.1000,0,0,0,0,0,19,0,0,0,EG,2025-10-25,23:12:00
2510260312-01,2025,10,26,2025-10-26,03:12:00,3,MS,28,0,65.0000,0,0,0,0,31.9400,-90.3700,31.9400,-90.3700,0,0,0,0,0,29,0,0,0,EG,2025-10-26,03:12:00
2510261225-01,2025,10,26,2025-10-26,12:25:00,3,PR,72,0,43.0000,0,0,2000,0,18.3834,-66.1423,18.3834,-66.1423,0,0,0,0,0,21,0,0,0,EG,2025-10-26,12:35:00
2510261835-01,2025,10,26,2025-10-26,18:35:00,3,FL,12,0,52.0000,0,0,0,0,28.5300,-80.7700,28.5300,-80.7700,0,0,0,0,0,9,0,0,0,MG,2025-10-26,18:35:00
2510270529-01,2025,10,27,2025-10-27,05:29:00,3,FL,12,0,50.0000,0,0,0,0,29.9422,-85.4071,29.9422,-85.4071,0,0,0,0,0,5,0,0,0,MG,2025-10-27,05:29:00
2510270530-01,2025,10,27,2025-10-27,05:30:00,3,FL,12,0,65.0000,0,0,100000,0,29.9370,-85.4020,29.9380,-85.3930,0,0,0,0,0,5,0,0,0,EG,2025-10-27,05:45:00
2510270545-01,2025,10,27,2025-10-27,05:45:00,3,FL,12,0,65.0000,0,0,50000,0,29.9200,-85.3800,29.9200,-85.3800,0,0,0,0,0,45,0,0,0,EG,2025-10-27,05:45:00
2510271445-01,2025,10,27,2025-10-27,14:45:00,3,FL,12,0,50.0000,0,0,30000,0,28.2900,-82.7000,28.2900,-82.7000,0,0,0,0,0,101,0,0,0,EG,2025-10-27,14:45:00
2510281340-01,2025,10,28,2025-10-28,13:40:00,3,TX,48,0,52.0000,0,0,0,0,31.6305,-94.6283,31.6305,-94.6283,0,0,0,0,0,347,0,0,0,EG,2025-10-28,13:40:00
2510281457-01,2025,10,28,2025-10-28,14:57:00,3,TX,48,0,52.0000,0,0,0,0,32.0606,-94.6298,32.0606,-94.6298,0,0,0,0,0,401,0,0,0,EG,2025-10-28,14:57:00
2510281547-01,2025,10,28,2025-10-28,15:47:00,3,TX,48,0,56.0000,0,0,0,0,31.4971,-94.2947,31.4971,-94.2947,0,0,0,0,0,405,0,0,0,EG,2025-10-28,15:47:00
2510281551-01,2025,10,28,2025-10-28,15:51:00,3,TX,48,0,52.0000,0,0,0,0,32.1312,-94.1389,32.1312,-94.1389,0,0,0,0,0,365,0,0,0,EG,2025-10-28,15:51:00
2510281730-01,2025,10,28,2025-10-28,17:30:00,3,LA,22,0,52.0000,0,0,0,0,31.8515,-92.5102,31.8515,-92.5102,0,0,0,0,0,127,0,0,0,EG,2025-10-28,17:30:00
2510311100-01,2025,10,31,2025-10-31,11:00:00,3,PR,72,0,26.0000,0,0,3500,0,18.4200,-67.0300,18.4191,-67.0364,0,0,0,0,0,71,0,0,0,EG,2025-10-31,11:00:00
2510311157-01,2025,10,31,2025-10-31,11:57:00,3,PR,72,0,26.0000,0,0,3500,0,18.1225,-67.1614,18.1225,-67.1604,0,0,0,0,0,23,0,0,0,EG,2025-10-31,11:57:00
2511011300-01,2025,11,01,2025-11-01,13:00:00,3,PR,72,0,26.0000,0,0,1200,0,17.9633,-66.2991,17.9633,-66.2992,0,0,0,0,0,123,0,0,0,EG,2025-11-01,13:00:00
2511011400-01,2025,11,01,2025-11-01,14:00:00,3,PR,72,0,26.0000,0,0,1000,0,18.0527,-66.9210,18.0526,-66.9210,0,0,0,0,0,121,0,0,0,EG,2025-11-01,14:00:00
2511011503-01,2025,11,01,2025-11-01,15:03:00,3,PR,72,0,26.0000,0,0,1200,0,18.4045,-66.1210,18.4045,-66.1209,0,0,0,0,0,61,0,0,0,EG,2025-11-01,15:03:00
2511011758-01,2025,11,01,2025-11-01,17:58:00,3,TX,48,0,50.0000,0,0,0,0,27.8800,-97.3200,27.8800,-97.3200,0,0,0,0,0,409,0,0,0,EG,2025-11-01,17:58:00
2511011758-02,2025,11,01,2025-11-01,17:58:00,3,TX,48,0,50.0000,0,0,0,0,27.8834,-97.3363,27.8834,-97.3363,0,0,0,0,0,409,0,0,0,EG,2025-11-01,17:58:00
2511011806-01,2025,11,01,2025-11-01,18:06:00,3,TX,48,0,60.0000,0,0,0,0,27.8700,-97.2973,27.8700,-97.2973,0,0,0,0,0,409,0,0,0,MG,2025-11-01,18:06:00
2511011806-02,2025,11,01,2025-11-01,18:06:00,3,TX,48,0,60.0000,0,0,0,0,27.8700,-97.2809,27.8700,-97.2809,0,0,0,0,0,409,0,0,0,MG,2025-11-01,18:06:00
2511011820-01,2025,11,01,2025-11-01,18:20:00,3,TX,48,0,51.0000,0,0,0,0,27.4858,-98.1300,27.4858,-98.1300,0,0,0,0,0,249,0,0,0,MG,2025-11-01,18:20:00
2511012145-01,2025,11,01,2025-11-01,21:45:00,3,TX,48,0,58.0000,0,0,0,0,26.0400,-97.5400,26.0400,-97.5400,0,0,0,0,0,61,0,0,0,EG,2025-11-01,21:45:00
2511031902-01,2025,11,03,2025-11-03,19:02:00,3,NY,36,0,50.0000,0,0,4000,0,43.0100,-77.4100,43.0100,-77.4100,0,0,0,0,0,69,0,0,0,EG,2025-11-03,19:02:00
2511031923-01,2025,11,03,2025-11-03,19:23:00,3,NY,36,0,50.0000,0,0,4000,0,42.9196,-77.0183,42.9196,-77.0183,0,0,0,0,0,69,0,0,0,EG,2025-11-03,19:23:00
2511050823-01,2025,11,05,2025-11-05,08:23:00,3,CA,06,0,43.0000,0,0,500,0,40.4547,-123.6945,40.4547,-123.6945,0,0,0,0,0,23,0,0,0,EG,2025-11-05,08:23:00
2511051500-01,2025,11,05,2025-11-05,15:00:00,3,OR,41,0,52.0000,0,0,0,0,45.8946,-123.9036,45.9122,-123.8923,0,0,0,0,0,57,0,0,0,MG,2025-11-05,15:10:00
2511051657-01,2025,11,05,2025-11-05,16:57:00,3,PA,42,0,52.0000,0,0,1000,0,41.1207,-78.7629,41.1207,-78.7629,0,0,0,0,0,33,0,0,0,EG,2025-11-05,16:57:00
2511051836-01,2025,11,05,2025-11-05,18:36:00,3,PA,42,0,56.0000,0,0,0,0,41.0500,-78.4200,41.0500,-78.4200,0,0,0,0,0,33,0,0,0,MG,2025-11-05,18:36:00
2511051915-01,2025,11,05,2025-11-05,19:15:00,3,PA,42,0,50.0000,0,0,1000,0,41.6306,-76.3700,41.6306,-76.3700,0,0,0,0,0,15,0,0,0,EG,2025-11-05,19:15:00
2511051918-01,2025,11,05,2025-11-05,19:18:00,3,PA,42,0,50.0000,0,0,1000,0,41.6001,-76.2995,41.6001,-76.2995,0,0,0,0,0,15,0,0,0,EG,2025-11-05,19:18:00
2511051918-02,2025,11,05,2025-11-05,19:18:00,3,PA,42,0,50.0000,0,0,1000,0,41.8100,-75.9370,41.8100,-75.9370,0,0,0,0,0,115,0,0,0,EG,2025-11-05,19:18:00
2511051923-01,2025,11,05,2025-11-05,19:23:00,3,PA,42,0,50.0000,0,0,3500,0,41.7511,-75.8982,41.7511,-75.8982,0,0,0,0,0,115,0,0,0,EG,2025-11-05,19:23:00
2511051933-01,2025,11,05,2025-11-05,19:33:00,3,MD,24,0,52.0000,0,0,10000,0,39.7029,-78.1737,39.7029,-78.1737,0,0,0,0,0,43,0,0,0,EG,2025-11-05,19:33:00
2511051938-01,2025,11,05,2025-11-05,19:38:00,3,PA,42,0,50.0000,0,0,3000,0,41.4522,-75.8554,41.4522,-75.8554,0,0,0,0,0,79,0,0,0,EG,2025-11-05,19:38:00
2511051938-02,2025,11,05,2025-11-05,19:38:00,3,PA,42,0,50.0000,0,0,1500,0,41.5300,-75.7200,41.5300,-75.7200,0,0,0,0,0,69,0,0,0,EG,2025-11-05,19:38:00
2511051952-01,2025,11,05,2025-11-05,19:52:00,3,MD,24,0,57.0000,0,0,0,0,39.7200,-77.7300,39.7200,-77.7300,0,0,0,0,0,43,0,0,0,MG,2025-11-05,19:54:00
2511051952-02,2025,11,05,2025-11-05,19:52:00,3,PA,42,0,52.0000,0,0,15000,0,40.1806,-76.6599,40.1806,-76.6599,0,0,0,0,0,43,0,0,0,EG,2025-11-05,19:52:00
2511051956-01,2025,11,05,2025-11-05,19:56:00,3,PA,42,0,54.0000,0,0,0,0,40.2000,-76.7700,40.2000,-76.7700,0,0,0,0,0,43,0,0,0,MG,2025-11-05,19:56:00
2511052000-01,2025,11,05,2025-11-05,20:00:00,3,MD,24,0,56.0000,0,0,10000,0,39.6862,-77.7124,39.6862,-77.7124,0,0,0,0,0,43,0,0,0,EG,2025-11-05,20:00:00
2511052007-01,2025,11,05,2025-11-05,20:07:00,3,PA,42,0,50.0000,0,0,3000,0,41.7484,-75.4076,41.7484,-75.4076,0,0,0,0,0,127,0,0,0,EG,2025-11-05,20:07:00
2511052007-02,2025,11,05,2025-11-05,20:07:00,3,PA,42,0,50.0000,0,0,1000,0,41.6438,-75.3968,41.6438,-75.3968,0,0,0,0,0,127,0,0,0,EG,2025-11-05,20:07:00
2511052008-01,2025,11,05,2025-11-05,20:08:00,3,MD,24,0,51.0000,0,0,0,0,39.6450,-77.4680,39.6450,-77.4680,0,0,0,0,0,21,0,0,0,MG,2025-11-05,20:08:00
2511052016-01,2025,11,05,2025-11-05,20:16:00,3,PA,42,0,52.0000,0,0,50000,0,40.2713,-76.6513,40.2713,-76.6513,0,0,0,0,0,43,0,0,0,EG,2025-11-05,20:16:00
2511052017-01,2025,11,05,2025-11-05,20:17:00,3,PA,42,0,50.0000,0,0,3000,0,41.3795,-75.2420,41.3795,-75.2420,0,0,0,0,0,103,0,0,0,EG,2025-11-05,20:17:00
2511052019-01,2025,11,05,2025-11-05,20:19:00,3,WV,54,0,50.0000,0,0,0,0,39.5400,-77.9800,39.5400,-77.9800,0,0,0,0,0,3,0,0,0,MG,2025-11-05,20:19:00
2511052025-01,2025,11,05,2025-11-05,20:25:00,3,MD,24,0,52.0000,0,0,15000,0,39.4282,-77.4169,39.4282,-77.4169,0,0,0,0,0,21,0,0,0,EG,2025-11-05,20:25:00
2511052030-01,2025,11,05,2025-11-05,20:30:00,3,MD,24,0,52.0000,0,0,6000,0,39.6585,-76.8907,39.6585,-76.8907,0,0,0,0,0,13,0,0,0,EG,2025-11-05,20:30:00
2511052030-02,2025,11,05,2025-11-05,20:30:00,3,PA,42,0,52.0000,0,0,25000,0,40.0700,-76.3800,40.0700,-76.3800,0,0,0,0,0,71,0,0,0,EG,2025-11-05,20:30:00
2511052030-03,2025,11,05,2025-11-05,20:30:00,3,MD,24,0,52.0000,0,0,2000,0,39.4789,-77.2436,39.4789,-77.2436,0,0,0,0,0,21,0,0,0,EG,2025-11-05,20:30:00
2511052037-01,2025,11,05,2025-11-05,20:37:00,3,MD,24,0,52.0000,0,0,3000,0,39.7089,-76.3458,39.7089,-76.3458,0,0,0,0,0,25,0,0,0,EG,2025-11-05,20:37:00
2511052040-01,2025,11,05,2025-11-05,20:40:00,3,MD,24,0,52.0000,0,0,4000,0,39.6429,-76.6589,39.6429,-76.6589,0,0,0,0,0,5,0,0,0,EG,2025-11-05,20:40:00
2511052042-01,2025,11,05,2025-11-05,20:42:00,3,MD,24,0,50.0000,0,0,0,0,39.3779,-77.1048,39.3779,-77.1048,0,0,0,0,0,13,0,0,0,MG,2025-11-05,20:42:00
2511052054-01,2025,11,05,2025-11-05,20:54:00,3,PA,42,0,53.0000,0,0,0,0,40.3800,-75.9700,40.3800,-75.9700,0,0,0,0,0,11,0,0,0,MG,2025-11-05,20:58:00
2511052055-01,2025,11,05,2025-11-05,20:55:00,3,MD,24,0,52.0000,0,0,4000,0,39.3950,-76.6213,39.3950,-76.6213,0,0,0,0,0,5,0,0,0,EG,2025-11-05,20:55:00
2511052057-01,2025,11,05,2025-11-05,20:57:00,3,MD,24,0,52.0000,0,0,2000,0,39.6700,-76.0900,39.6700,-76.0900,0,0,0,0,0,15,0,0,0,EG,2025-11-05,20:57:00
2511052057-02,2025,11,05,2025-11-05,20:57:00,3,MD,24,0,52.0000,0,0,3000,0,39.5700,-76.1400,39.5700,-76.1400,0,0,0,0,0,25,0,0,0,EG,2025-11-05,20:57:00
2511052100-01,2025,11,05,2025-11-05,21:00:00,3,WA,53,0,52.0000,0,0,0,0,46.9800,-123.9000,46.9800,-123.9000,0,0,0,0,0,27,0,0,0,MG,2025-11-05,22:00:00
2511052100-02,2025,11,05,2025-11-05,21:00:00,3,MD,24,0,52.0000,0,0,4000,0,39.4537,-76.4947,39.4537,-76.4947,0,0,0,0,0,5,0,0,0,EG,2025-11-05,21:00:00
2511052115-01,2025,11,05,2025-11-05,21:15:00,3,NJ,34,0,50.0000,0,0,20000,0,39.8900,-74.7000,39.8900,-74.7000,0,0,0,0,0,5,0,0,0,EG,2025-11-05,21:20:00
2511071456-01,2025,11,07,2025-11-07,14:56:00,3,TN,47,0,50.0000,0,0,5000,0,36.1700,-88.0500,36.1700,-88.0500,0,0,0,0,0,5,0,0,0,EG,2025-11-07,15:01:00
2511071550-01,2025,11,07,2025-11-07,15:50:00,3,TN,47,0,52.0000,0,0,5000,0,36.0840,-87.3995,36.0840,-87.3995,0,0,0,0,0,43,0,0,0,EG,2025-11-07,15:50:00
2511071605-01,2025,11,07,2025-11-07,16:05:00,3,TN,47,0,61.0000,0,0,10000,0,36.0886,-87.2796,36.0886,-87.2796,0,0,0,0,0,43,0,0,0,EG,2025-11-07,16:05:00
2511071626-01,2025,11,07,2025-11-07,16:26:00,3,TN,47,0,52.0000,0,0,5000,0,36.0700,-86.9200,36.0700,-86.9200,0,0,0,0,0,37,0,0,0,EG,2025-11-07,16:26:00
2511071631-01,2025,11,07,2025-11-07,16:31:00,3,TN,47,0,52.0000,0,0,5000,0,36.0192,-86.8872,36.0192,-86.8872,0,0,0,0,0,187,0,0,0,EG,2025-11-07,16:31:00
2511071632-01,2025,11,07,2025-11-07,16:32:00,3,TN,47,0,61.0000,0,0,25000,0,35.9756,-86.8764,35.9756,-86.8764,0,0,0,0,0,187,0,0,0,EG,2025-11-07,16:32:00
2511071643-01,2025,11,07,2025-11-07,16:43:00,3,TN,47,0,52.0000,0,0,10000,0,35.9901,-86.7612,35.9901,-86.7612,0,0,0,0,0,187,0,0,0,EG,2025-11-07,16:43:00
2511081430-01,2025,11,08,2025-11-08,14:30:00,3,GA,13,0,48.0000,0,0,1000,0,34.2172,-83.4698,34.2172,-83.4698,0,0,0,0,0,157,0,0,0,EG,2025-11-08,14:32:00
2511081500-01,2025,11,08,2025-11-08,15:00:00,3,GA,13,0,52.0000,0,0,2000,0,34.2200,-83.2200,34.2200,-83.2200,0,0,0,0,0,195,0,0,0,EG,2025-11-08,15:02:00
2511081556-01,2025,11,08,2025-11-08,15:56:00,3,SC,45,0,50.0000,0,0,0,0,34.4000,-82.1400,34.4000,-82.1400,0,0,0,0,0,59,0,0,0,EG,2025-11-08,15:56:00
2511081629-01,2025,11,08,2025-11-08,16:29:00,3,SC,45,0,61.0000,0,0,0,0,34.0139,-82.4180,34.0139,-82.4180,0,0,0,0,0,65,0,0,0,EG,2025-11-08,16:30:00
2511081643-01,2025,11,08,2025-11-08,16:43:00,3,SC,45,0,61.0000,0,0,0,0,34.3008,-81.7671,34.3008,-81.7671,0,0,0,0,0,71,0,0,0,EG,2025-11-08,16:44:00
2511081718-01,2025,11,08,2025-11-08,17:18:00,3,SC,45,0,61.0000,0,0,0,0,34.2756,-81.4051,34.2756,-81.4051,0,0,0,0,0,71,0,0,0,EG,2025-11-08,17:19:00
2511081718-02,2025,11,08,2025-11-08,17:18:00,3,SC,45,0,74.0000,0,0,10000,0,34.2773,-81.3884,34.2773,-81.3884,0,0,0,0,0,71,0,0,0,EG,2025-11-08,17:19:00
2511081719-01,2025,11,08,2025-11-08,17:19:00,3,SC,45,0,61.0000,0,0,0,0,34.2764,-81.3898,34.2764,-81.3898,0,0,0,0,0,71,0,0,0,EG,2025-11-08,17:20:00
2511091310-01,2025,11,09,2025-11-09,13:10:00,3,FL,12,0,50.0000,0,0,0,0,30.9000,-85.1600,30.9000,-85.1600,0,0,0,0,0,63,0,0,0,EG,2025-11-09,13:10:00
2511091327-01,2025,11,09,2025-11-09,13:27:00,3,GA,13,0,50.0000,0,0,0,0,30.9400,-84.8800,30.9400,-84.8800,0,0,0,0,0,253,0,0,0,EG,2025-11-09,13:27:00
2511091335-01,2025,11,09,2025-11-09,13:35:00,3,GA,13,0,60.0000,0,0,2000,0,30.9955,-84.8100,30.9955,-84.8100,0,0,0,0,0,253,0,0,0,EG,2025-11-09,13:35:00
2511091343-01,2025,11,09,2025-11-09,13:43:00,3,GA,13,0,50.0000,0,0,1000,0,30.9700,-84.7300,30.9700,-84.7300,0,0,0,0,0,87,0,0,0,EG,2025-11-09,13:43:00
2511091343-02,2025,11,09,2025-11-09,13:43:00,3,GA,13,0,60.0000,0,0,2000,0,30.9638,-84.7326,30.9638,-84.7326,0,0,0,0,0,87,0,0,0,EG,2025-11-09,13:43:00
2511091355-01,2025,11,09,2025-11-09,13:55:00,3,GA,13,0,61.0000,0,0,0,0,30.9700,-84.6300,30.9700,-84.6300,0,0,0,0,0,87,0,0,0,MG,2025-11-09,13:55:00
2511091358-01,2025,11,09,2025-11-09,13:58:00,3,GA,13,0,60.0000,0,0,0,0,30.9700,-84.6300,30.9700,-84.6300,0,0,0,0,0,87,0,0,0,MG,2025-11-09,13:58:00
2511091410-01,2025,11,09,2025-11-09,14:10:00,3,GA,13,0,65.0000,0,0,10000,0,31.0000,-84.4800,31.0000,-84.4800,0,0,0,0,0,87,0,0,0,EG,2025-11-09,14:10:00
2511091600-01,2025,11,09,2025-11-09,16:00:00,3,GA,13,0,50.0000,0,0,2000,0,31.0000,-83.2900,31.0000,-83.2900,0,0,0,0,0,185,0,0,0,EG,2025-11-09,16:00:00
2511091600-02,2025,11,09,2025-11-09,16:00:00,3,GA,13,0,50.0000,0,0,2000,0,30.8500,-83.2900,30.8500,-83.2900,0,0,0,0,0,185,0,0,0,EG,2025-11-09,16:00:00
