om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
688960,2024,06,12,2024-06-12,17:07:00,3,MN,27,0,1.00,0,0,0,0,45.8700,-95.3200,45.8700,-95.3200,0,0,0,0,0,41,0,0,0
688961,2024,06,12,2024-06-12,17:08:00,3,MN,27,0,1.75,0,0,0,0,47.5300,-92.6300,47.5300,-92.6300,0,0,0,0,0,137,0,0,0
688962,2024,06,12,2024-06-12,17:10:00,3,MN,27,0,2.75,0,0,0,0,47.3800,-93.3000,47.3800,-93.3000,0,0,0,0,0,61,0,0,0
688963,2024,06,12,2024-06-12,17:11:00,3,MN,27,0,1.25,0,0,0,0,47.5300,-92.3500,47.5300,-92.3500,0,0,0,0,0,137,0,0,0
688964,2024,06,12,2024-06-12,17:11:00,3,MN,27,0,1.00,0,0,0,0,47.5300,-92.5500,47.5300,-92.5500,0,0,0,0,0,137,0,0,0
688965,2024,06,12,2024-06-12,17:11:00,3,MN,27,0,2.50,0,0,0,0,46.8600,-94.5000,46.8600,-94.5000,0,0,0,0,0,21,0,0,0
688966,2024,06,12,2024-06-12,17:11:00,3,MN,27,0,0.75,0,0,0,0,47.5200,-92.2400,47.5200,-92.2400,0,0,0,0,0,137,0,0,0
688967,2024,06,12,2024-06-12,17:15:00,3,MN,27,0,0.88,0,0,0,0,46.6300,-94.0100,46.6300,-94.0100,0,0,0,0,0,35,0,0,0
688968,2024,06,12,2024-06-12,17:16:00,3,MN,27,0,1.00,0,0,0,0,47.5200,-92.5300,47.5200,-92.5300,0,0,0,0,0,137,0,0,0
688969,2024,06,12,2024-06-12,17:17:00,3,MN,27,0,2.00,0,0,0,0,46.6800,-94.1600,46.6800,-94.1600,0,0,0,0,0,35,0,0,0
688970,2024,06,12,2024-06-12,17:17:00,3,MN,27,0,2.00,0,0,0,0,46.6600,-94.1100,46.6600,-94.1100,0,0,0,0,0,35,0,0,0
688971,2024,06,12,2024-06-12,17:20:00,3,MN,27,0,1.25,0,0,0,0,46.6500,-94.2600,46.6500,-94.2600,0,0,0,0,0,35,0,0,0
688972,2024,06,12,2024-06-12,17:21:00,3,MN,27,0,0.75,0,0,0,0,47.5200,-92.2300,47.5200,-92.2300,0,0,0,0,0,137,0,0,0
688973,2024,06,12,2024-06-12,17:21:00,3,MN,27,0,1.50,0,0,0,0,46.6400,-94.1400,46.6400,-94.1400,0,0,0,0,0,35,0,0,0
688974,2024,06,12,2024-06-12,17:25:00,3,IA,19,0,1.50,0,0,0,0,42.3100,-96.2900,42.3100,-96.2900,0,0,0,0,0,193,0,0,0
688975,2024,06,12,2024-06-12,17:25:00,3,IA,19,0,1.25,0,0,0,0,42.3100,-96.3200,42.3100,-96.3200,0,0,0,0,0,193,0,0,0
688976,2024,06,12,2024-06-12,17:28:00,3,MN,27,0,1.50,0,0,0,0,46.6700,-94.1100,46.6700,-94.1100,0,0,0,0,0,35,0,0,0
688977,2024,06,12,2024-06-12,17:29:00,3,MN,27,0,1.75,0,0,0,0,46.5100,-94.3400,46.5100,-94.3400,0,0,0,0,0,21,0,0,0
688978,2024,06,12,2024-06-12,17:29:00,3,IA,19,0,1.50,0,0,0,0,42.2300,-96.2700,42.2300,-96.2700,0,0,0,0,0,193,0,0,0
688979,2024,06,12,2024-06-12,17:33:00,3,IA,19,0,1.50,0,0,0,3000,42.2600,-96.2400,42.2600,-96.2400,0,0,0,0,0,193,0,0,0
688980,2024,06,12,2024-06-12,17:37:00,3,MN,27,0,1.00,0,0,0,0,47.3900,-92.5400,47.3900,-92.5400,0,0,0,0,0,137,0,0,0
688981,2024,06,12,2024-06-12,17:39:00,3,MN,27,0,1.25,0,0,0,0,46.5400,-93.9100,46.5400,-93.9100,0,0,0,0,0,35,0,0,0
688982,2024,06,12,2024-06-12,17:46:00,3,IA,19,0,0.88,0,0,0,0,43.1700,-94.9200,43.1700,-94.9200,0,0,0,0,0,41,0,0,0
688983,2024,06,12,2024-06-12,17:49:00,3,IA,19,0,1.75,0,0,0,0,42.2400,-96.2300,42.2400,-96.2300,0,0,0,0,0,193,0,0,0
688984,2024,06,12,2024-06-12,17:50:00,3,IA,19,0,2.00,0,0,0,0,42.2300,-96.2200,42.2300,-96.2200,0,0,0,0,0,193,0,0,0
688985,2024,06,12,2024-06-12,17:51:00,3,IA,19,0,1.75,0,0,0,0,42.1300,-96.2086,42.1300,-96.2086,0,0,0,0,0,133,0,0,0
688986,2024,06,12,2024-06-12,17:59:00,3,MN,27,0,1.50,0,0,0,0,47.6900,-91.6000,47.6900,-91.6000,0,0,0,0,0,75,0,0,0
688987,2024,06,12,2024-06-12,18:03:00,3,MN,27,0,1.75,0,0,0,0,46.5200,-93.8100,46.5200,-93.8100,0,0,0,0,0,1,0,0,0
688988,2024,06,12,2024-06-12,18:04:00,3,MN,27,0,1.25,0,0,0,0,46.5300,-93.7100,46.5300,-93.7100,0,0,0,0,0,1,0,0,0
688989,2024,06,12,2024-06-12,18:05:00,3,MN,27,0,0.75,0,0,0,0,47.7300,-92.3500,47.7300,-92.3500,0,0,0,0,0,137,0,0,0
688990,2024,06,12,2024-06-12,18:06:00,3,MN,27,0,1.00,0,0,0,0,47.7300,-92.3600,47.7300,-92.3600,0,0,0,0,0,137,0,0,0
688991,2024,06,12,2024-06-12,18:08:00,3,MN,27,0,1.75,0,0,0,0,47.7300,-92.3200,47.7300,-92.3200,0,0,0,0,0,137,0,0,0
688992,2024,06,12,2024-06-12,18:14:00,3,IA,19,0,2.75,0,0,0,0,42.1300,-96.1500,42.1300,-96.1500,0,0,0,0,0,133,0,0,0
688993,2024,06,12,2024-06-12,18:17:00,3,MN,27,0,1.00,0,0,0,0,46.4800,-93.5700,46.4800,-93.5700,0,0,0,0,0,1,0,0,0
688994,2024,06,12,2024-06-12,18:31:00,3,IA,19,0,3.50,0,0,0,0,42.0300,-96.1585,42.0300,-96.1585,0,0,0,0,0,133,0,0,0
688995,2024,06,12,2024-06-12,19:00:00,3,NE,31,0,1.00,0,0,0,0,41.6700,-96.5388,41.6700,-96.5388,0,0,0,0,0,177,0,0,0
688996,2024,06,12,2024-06-12,19:03:00,3,MN,27,0,1.00,0,0,0,0,46.4200,-93.5100,46.4200,-93.5100,0,0,0,0,0,1,0,0,0
688997,2024,06,12,2024-06-12,19:07:00,3,MN,27,0,0.75,0,0,0,0,46.3200,-92.9900,46.3200,-92.9900,0,0,0,0,0,115,0,0,0
688998,2024,06,12,2024-06-12,19:08:00,3,IA,19,0,1.75,0,0,0,0,41.8409,-96.0849,41.8409,-96.0849,0,0,0,0,0,85,0,0,0
688999,2024,06,12,2024-06-12,19:16:00,3,NE,31,0,3.00,0,0,0,0,41.5800,-96.1500,41.3900,-96.0300,0,0,0,0,0,177,0,0,0
689000,2024,06,12,2024-06-12,19:21:00,3,IA,19,0,1.50,0,0,0,0,41.8290,-96.0300,41.8290,-96.0300,0,0,0,0,0,85,0,0,0
689001,2024,06,12,2024-06-12,19:29:00,3,IA,19,0,3.00,0,0,0,0,41.8102,-96.0437,41.8102,-96.0437,0,0,0,0,0,85,0,0,0
689002,2024,06,12,2024-06-12,19:30:00,3,MN,27,0,0.75,0,0,0,0,45.6100,-94.0300,45.6100,-94.0300,0,0,0,0,0,9,0,0,0
689003,2024,06,12,2024-06-12,19:31:00,3,MN,27,0,0.75,0,0,0,0,46.2100,-92.7000,46.2100,-92.7000,0,0,0,0,0,115,0,0,0
689004,2024,06,12,2024-06-12,19:37:00,3,MN,27,0,1.75,0,0,0,0,46.2000,-92.9900,46.2000,-92.9900,0,0,0,0,0,115,0,0,0
689005,2024,06,12,2024-06-12,19:40:00,3,MN,27,0,1.25,0,0,0,0,46.2300,-93.0400,46.2300,-93.0400,0,0,0,0,0,115,0,0,0
689006,2024,06,12,2024-06-12,19:46:00,3,NE,31,0,3.00,0,0,0,0,41.3900,-96.0300,41.1900,-95.9400,0,0,0,0,0,55,0,0,0
689007,2024,06,12,2024-06-12,19:48:00,3,MN,27,0,2.25,0,0,0,0,46.0900,-92.8900,46.0900,-92.8900,0,0,0,0,0,115,0,0,0
689008,2024,06,12,2024-06-12,19:51:00,3,MN,27,0,2.50,0,0,0,0,46.2000,-92.9300,46.2000,-92.9300,0,0,0,0,0,115,0,0,0
689009,2024,06,12,2024-06-12,19:54:00,3,MN,27,0,1.50,0,0,0,0,46.1300,-92.8800,46.1300,-92.8800,0,0,0,0,0,115,0,0,0
689010,2024,06,12,2024-06-12,19:55:00,3,MN,27,0,1.75,0,0,0,0,46.1100,-92.8500,46.1100,-92.8500,0,0,0,0,0,115,0,0,0
689011,2024,06,12,2024-06-12,20:05:00,3,MN,27,0,1.00,0,0,0,0,45.4400,-93.5900,45.4400,-93.5900,0,0,0,0,0,141,0,0,0
689012,2024,06,12,2024-06-12,20:15:00,3,NE,31,0,2.75,0,0,0,0,41.1900,-95.9400,41.0900,-95.9100,0,0,0,0,0,153,0,0,0
689013,2024,06,12,2024-06-12,20:20:00,3,MN,27,0,1.00,0,0,0,0,45.3987,-93.3990,45.3987,-93.3990,0,0,0,0,0,3,0,0,0
689014,2024,06,12,2024-06-12,20:49:00,3,MN,27,0,1.00,0,0,0,0,45.2400,-93.3000,45.2400,-93.3000,0,0,0,0,0,3,0,0,0
689015,2024,06,12,2024-06-12,20:57:00,3,IA,19,0,2.50,0,0,0,0,41.2413,-95.9062,41.2413,-95.9062,0,0,0,0,0,155,0,0,0
689016,2024,06,12,2024-06-12,20:57:00,3,NE,31,0,1.75,0,0,0,0,41.0334,-95.9073,41.0334,-95.9073,0,0,0,0,0,25,0,0,0
689017,2024,06,12,2024-06-12,21:14:00,3,MN,27,0,1.25,0,0,0,0,45.3300,-93.7400,45.3300,-93.7400,0,0,0,0,0,141,0,0,0
689018,2024,06,12,2024-06-12,21:50:00,3,MN,27,0,0.88,0,0,0,0,44.9300,-93.4600,44.9300,-93.4600,0,0,0,0,0,53,0,0,0
689019,2024,06,12,2024-06-12,22:00:00,3,MN,27,0,1.00,0,0,0,0,44.8600,-92.9500,44.8600,-92.9500,0,0,0,0,0,163,0,0,0
689020,2024,06,12,2024-06-12,22:17:00,3,MN,27,0,1.00,0,0,0,0,44.7300,-95.0100,44.7300,-95.0100,0,0,0,0,0,129,0,0,0
689021,2024,06,13,2024-06-13,00:26:00,3,MN,27,0,0.88,0,0,0,0,47.3800,-93.1700,47.3800,-93.1700,0,0,0,0,0,61,0,0,0
689022,2024,06,13,2024-06-13,00:26:00,3,MN,27,0,1.50,0,0,0,0,47.3900,-93.1700,47.3900,-93.1700,0,0,0,0,0,61,0,0,0
689023,2024,06,13,2024-06-13,02:00:00,3,IA,19,0,0.88,0,0,0,0,40.7200,-93.0400,40.7200,-93.0400,0,0,0,0,0,7,0,0,0
689024,2024,06,13,2024-06-13,10:43:00,3,MI,26,0,1.00,0,0,0,0,46.5458,-87.4200,46.5458,-87.4200,0,0,0,0,0,103,0,0,0
689025,2024,06,13,2024-06-13,10:46:00,3,MI,26,0,1.00,0,0,0,0,46.5315,-87.5490,46.5315,-87.5490,0,0,0,0,0,103,0,0,0
689026,2024,06,13,2024-06-13,10:46:00,3,MI,26,0,1.00,0,0,0,0,46.5366,-87.4170,46.5366,-87.4170,0,0,0,0,0,103,0,0,0
689027,2024,06,13,2024-06-13,10:52:00,3,MI,26,0,0.75,0,0,0,0,46.5200,-87.4100,46.5200,-87.4100,0,0,0,0,0,103,0,0,0
689028,2024,06,13,2024-06-13,11:20:00,3,MI,26,0,1.25,0,0,0,0,46.3500,-86.9300,46.3500,-86.9300,0,0,0,0,0,3,0,0,0
689029,2024,06,13,2024-06-13,11:30:00,3,MI,26,0,1.00,0,0,0,0,46.2600,-86.7400,46.2600,-86.7400,0,0,0,0,0,3,0,0,0
689030,2024,06,13,2024-06-13,11:41:00,3,MI,26,0,0.75,0,0,0,0,46.2400,-86.7800,46.2400,-86.7800,0,0,0,0,0,3,0,0,0
689031,2024,06,13,2024-06-13,11:41:00,3,MI,26,0,2.50,0,0,0,0,46.2234,-86.6140,46.2234,-86.6140,0,0,0,0,0,153,0,0,0
689032,2024,06,13,2024-06-13,11:41:00,3,MI,26,0,1.75,0,0,0,0,46.2184,-86.6163,46.2184,-86.6163,0,0,0,0,0,3,0,0,0
689033,2024,06,13,2024-06-13,11:41:00,3,MI,26,0,2.00,0,0,0,0,46.2300,-86.6100,46.2300,-86.6100,0,0,0,0,0,153,0,0,0
689034,2024,06,13,2024-06-13,13:04:00,3,MI,26,0,1.00,0,0,0,0,46.4200,-85.0700,46.4200,-85.0700,0,0,0,0,0,33,0,0,0
689035,2024,06,13,2024-06-13,13:40:00,3,CO,08,0,0.75,0,0,0,0,39.2097,-102.7093,39.2097,-102.7093,0,0,0,0,0,63,0,0,0
689036,2024,06,13,2024-06-13,14:20:00,3,IA,19,0,2.75,0,0,0,0,40.6100,-92.8300,40.6100,-92.8300,0,0,0,0,0,7,0,0,0
689037,2024,06,13,2024-06-13,14:25:00,3,MO,29,0,2.75,0,0,0,0,40.5627,-92.7374,40.5627,-92.7374,0,0,0,0,0,171,0,0,0
689038,2024,06,13,2024-06-13,14:31:00,3,MO,29,0,2.50,0,0,0,0,40.5622,-92.7000,40.5622,-92.7000,0,0,0,0,0,171,0,0,0
689039,2024,06,13,2024-06-13,14:34:00,3,MO,29,0,2.50,0,0,0,0,40.5422,-92.6117,40.5422,-92.6117,0,0,0,0,0,171,0,0,0
689040,2024,06,13,2024-06-13,14:34:00,3,MO,29,0,2.50,0,0,0,0,40.5422,-92.6117,40.5422,-92.6117,0,0,0,0,0,171,0,0,0
689041,2024,06,13,2024-06-13,14:41:00,3,IA,19,0,2.00,0,0,0,0,40.6300,-92.6500,40.6300,-92.6500,0,0,0,0,0,7,0,0,0
689042,2024,06,13,2024-06-13,14:45:00,3,MO,29,0,1.75,0,0,0,0,40.5799,-92.6295,40.5799,-92.6295,0,0,0,0,0,171,0,0,0
689043,2024,06,13,2024-06-13,14:46:00,3,KS,20,0,1.00,0,0,0,0,38.4839,-101.3553,38.4839,-101.3553,0,0,0,0,0,203,0,0,0
689044,2024,06,13,2024-06-13,14:48:00,3,IA,19,0,2.00,0,0,0,0,40.6300,-92.6500,40.6300,-92.6500,0,0,0,0,0,7,0,0,0
689045,2024,06,13,2024-06-13,15:00:00,3,IA,19,0,1.75,0,0,0,0,40.8600,-92.3300,40.8600,-92.3300,0,0,0,0,0,51,0,0,0
689046,2024,06,13,2024-06-13,15:08:00,3,IA,19,0,1.50,0,0,0,0,40.8600,-92.3300,40.8600,-92.3300,0,0,0,0,0,51,0,0,0
689047,2024,06,13,2024-06-13,15:20:00,3,MO,29,0,1.00,0,0,0,0,40.3600,-92.2100,40.3600,-92.2100,0,0,0,0,0,199,0,0,0
689048,2024,06,13,2024-06-13,15:28:00,3,IA,19,0,1.00,0,0,0,0,40.7700,-92.0400,40.7700,-92.0400,0,0,0,0,0,177,0,0,0
689049,2024,06,13,2024-06-13,15:34:00,3,MO,29,0,2.00,0,0,0,0,40.3000,-92.2200,40.3000,-92.2200,0,0,0,0,0,103,0,0,0
689050,2024,06,13,2024-06-13,15:37:00,3,IA,19,0,1.75,0,0,0,0,40.7200,-91.9200,40.7200,-91.9200,0,0,0,0,0,177,0,0,0
689051,2024,06,13,2024-06-13,15:37:00,3,IA,19,0,3.00,0,0,0,0,40.7300,-91.9600,40.7300,-91.9600,0,0,0,0,0,177,0,0,0
689052,2024,06,13,2024-06-13,15:37:00,3,IA,19,0,1.00,0,0,0,0,40.7300,-91.9600,40.7300,-91.9600,0,0,0,0,0,177,0,0,0
689053,2024,06,13,2024-06-13,15:37:00,3,IA,19,0,1.75,0,0,0,0,40.7300,-91.9600,40.7300,-91.9600,0,0,0,0,0,177,0,0,0
689054,2024,06,13,2024-06-13,15:47:00,3,IA,19,0,1.50,0,0,0,0,40.7000,-91.8000,40.7000,-91.8000,0,0,0,0,0,177,0,0,0
689055,2024,06,13,2024-06-13,16:17:00,3,KS,20,0,1.00,0,0,0,0,38.5600,-99.5800,38.5600,-99.5800,0,0,0,0,0,165,0,0,0
689056,2024,06,13,2024-06-13,16:19:00,3,MO,29,0,2.75,0,0,0,0,40.1300,-91.9100,39.9900,-91.6700,0,0,0,0,0,111,0,0,0
689057,2024,06,13,2024-06-13,16:37:00,3,KS,20,0,1.75,0,0,0,0,38.6100,-99.0700,38.6100,-99.0700,0,0,0,0,0,165,0,0,0
689058,2024,06,13,2024-06-13,17:01:00,3,KS,20,0,0.88,0,0,0,0,39.1300,-97.3300,39.1300,-97.3300,0,0,0,0,0,41,0,0,0
689059,2024,06,13,2024-06-13,17:18:00,3,IA,19,0,1.00,0,0,0,0,40.8100,-91.7300,40.8100,-91.7300,0,0,0,0,0,177,0,0,0
689060,2024,06,13,2024-06-13,17:19:00,3,IA,19,0,1.00,0,0,0,0,40.8100,-91.7300,40.8100,-91.7300,0,0,0,0,0,177,0,0,0
689061,2024,06,13,2024-06-13,17:26:00,3,KS,20,0,0.88,0,0,0,0,39.2200,-97.1300,39.2200,-97.1300,0,0,0,0,0,27,0,0,0
689062,2024,06,13,2024-06-13,17:26:00,3,MO,29,0,2.50,0,0,0,0,40.1300,-91.8100,40.0900,-91.8100,0,0,0,0,0,111,0,0,0
689063,2024,06,13,2024-06-13,17:34:00,3,KS,20,0,1.25,0,0,0,0,39.1600,-97.3300,39.1600,-97.3300,0,0,0,0,0,27,0,0,0
689064,2024,06,13,2024-06-13,17:36:00,3,CO,08,0,1.00,0,0,0,0,39.5600,-103.3300,39.5600,-103.3300,0,0,0,0,0,73,0,0,0
689065,2024,06,13,2024-06-13,17:37:00,3,KS,20,0,1.50,0,0,0,0,39.0300,-97.3300,39.0300,-97.3300,0,0,0,0,0,41,0,0,0
689066,2024,06,13,2024-06-13,17:39:00,3,KS,20,0,1.00,0,0,0,0,37.7600,-100.0100,37.7600,-100.0100,0,0,0,0,0,57,0,0,0
689067,2024,06,13,2024-06-13,17:41:00,3,IL,17,0,1.00,0,0,0,0,39.9500,-90.7400,39.9500,-90.7400,0,0,0,0,0,9,0,0,0
689068,2024,06,13,2024-06-13,17:43:00,3,KS,20,0,1.50,0,0,0,0,39.1500,-97.3300,39.1500,-97.3300,0,0,0,0,0,27,0,0,0
689069,2024,06,13,2024-06-13,17:43:00,3,KS,20,0,1.50,0,0,0,0,39.2600,-97.0500,39.2600,-97.0500,0,0,0,0,0,27,0,0,0
689070,2024,06,13,2024-06-13,17:47:00,3,IA,19,0,2.00,0,0,0,0,40.6300,-92.0000,40.6300,-92.0000,0,0,0,0,0,177,0,0,0
689071,2024,06,13,2024-06-13,17:50:00,3,KS,20,0,1.75,0,0,0,0,38.9700,-98.1500,38.9700,-98.1500,0,0,0,0,0,105,0,0,0
689072,2024,06,13,2024-06-13,17:50:00,3,IA,19,0,1.75,0,0,0,0,40.6100,-92.0300,40.6100,-92.0300,0,0,0,0,0,177,0,0,0
689073,2024,06,13,2024-06-13,17:50:00,3,IA,19,0,1.50,0,0,0,0,40.6200,-92.0000,40.6200,-92.0000,0,0,0,0,0,177,0,0,0
689074,2024,06,13,2024-06-13,17:56:00,3,MO,29,0,1.50,0,0,0,0,40.5800,-91.9400,40.5800,-91.9400,0,0,0,0,0,45,0,0,0
689075,2024,06,13,2024-06-13,17:59:00,3,IA,19,0,1.75,0,0,0,0,40.9600,-91.2100,40.9600,-91.2100,0,0,0,0,0,57,0,0,0
689076,2024,06,13,2024-06-13,18:00:00,3,IA,19,0,1.00,0,0,0,0,40.9400,-91.1700,40.9400,-91.1700,0,0,0,0,0,57,0,0,0
689077,2024,06,13,2024-06-13,18:06:00,3,KS,20,0,0.75,0,0,0,0,39.1700,-96.8000,39.1700,-96.8000,0,0,0,0,0,161,0,0,0
689078,2024,06,13,2024-06-13,18:07:00,3,MO,29,0,1.00,0,0,0,0,40.4000,-91.5800,40.4000,-91.5800,0,0,0,0,0,45,0,0,0
689079,2024,06,13,2024-06-13,18:08:00,3,KS,20,0,1.00,0,0,0,0,39.2100,-96.6500,39.2100,-96.6500,0,0,0,0,0,161,0,0,0
689080,2024,06,13,2024-06-13,18:09:00,3,KS,20,0,3.50,0,0,0,0,39.1800,-96.5600,39.1800,-96.5600,0,0,0,0,0,161,0,0,0
689081,2024,06,13,2024-06-13,18:10:00,3,KS,20,0,1.00,0,0,0,0,39.1200,-97.3300,39.1200,-97.3300,0,0,0,0,0,41,0,0,0
689082,2024,06,13,2024-06-13,18:10:00,3,KS,20,0,1.00,0,0,0,0,39.1900,-96.6200,39.1900,-96.6200,0,0,0,0,0,161,0,0,0
689083,2024,06,13,2024-06-13,18:12:00,3,KS,20,0,1.00,0,0,0,0,39.2000,-96.6100,39.2000,-96.6100,0,0,0,0,0,161,0,0,0
689084,2024,06,13,2024-06-13,18:12:00,3,KS,20,0,1.25,0,0,0,0,39.0300,-97.3700,39.0300,-97.3700,0,0,0,0,0,143,0,0,0
689085,2024,06,13,2024-06-13,18:13:00,3,KS,20,0,1.00,0,0,0,0,39.1900,-96.5700,39.1900,-96.5700,0,0,0,0,0,161,0,0,0
689086,2024,06,13,2024-06-13,18:13:00,3,KS,20,0,1.25,0,0,0,0,39.2000,-96.6000,39.2000,-96.6000,0,0,0,0,0,161,0,0,0
689087,2024,06,13,2024-06-13,18:15:00,3,KS,20,0,1.00,0,0,0,0,39.1900,-96.5400,39.1900,-96.5400,0,0,0,0,0,149,0,0,0
689088,2024,06,13,2024-06-13,18:15:00,3,KS,20,0,2.00,0,0,0,0,39.2100,-96.5600,39.2100,-96.5600,0,0,0,0,0,161,0,0,0
689089,2024,06,13,2024-06-13,18:16:00,3,KS,20,0,1.50,0,0,0,0,39.0200,-97.4300,39.0200,-97.4300,0,0,0,0,0,143,0,0,0
689090,2024,06,13,2024-06-13,18:16:00,3,KS,20,0,1.75,0,0,0,0,39.1900,-96.5600,39.1900,-96.5600,0,0,0,0,0,149,0,0,0
689091,2024,06,13,2024-06-13,18:16:00,3,KS,20,0,2.00,0,0,0,0,39.1800,-96.5600,39.1800,-96.5600,0,0,0,0,0,161,0,0,0
689092,2024,06,13,2024-06-13,18:17:00,3,KS,20,0,2.50,0,0,0,0,39.2100,-96.6100,39.2100,-96.6100,0,0,0,0,0,161,0,0,0
689093,2024,06,13,2024-06-13,18:17:00,3,MO,29,0,1.50,0,0,0,0,40.4200,-91.7200,40.4200,-91.7200,0,0,0,0,0,45,0,0,0
689094,2024,06,13,2024-06-13,18:18:00,3,KS,20,0,1.25,0,0,0,0,39.2200,-96.5800,39.2200,-96.5800,0,0,0,0,0,161,0,0,0
689095,2024,06,13,2024-06-13,18:20:00,3,KS,20,0,1.75,0,0,0,0,39.2200,-96.5600,39.2200,-96.5600,0,0,0,0,0,161,0,0,0
689096,2024,06,13,2024-06-13,18:24:00,3,KS,20,0,1.75,0,0,0,0,39.1900,-96.5700,39.1900,-96.5700,0,0,0,0,0,161,0,0,0
689097,2024,06,13,2024-06-13,18:24:00,3,KS,20,0,2.00,0,0,0,0,39.2000,-96.5100,39.2000,-96.5100,0,0,0,0,0,149,0,0,0
689098,2024,06,13,2024-06-13,18:25:00,3,KS,20,0,1.00,0,0,0,0,39.0300,-97.3900,39.0300,-97.3900,0,0,0,0,0,143,0,0,0
689099,2024,06,13,2024-06-13,18:28:00,3,KS,20,0,1.25,0,0,0,0,39.1900,-96.5500,39.1900,-96.5500,0,0,0,0,0,149,0,0,0
689100,2024,06,13,2024-06-13,18:30:00,3,KS,20,0,2.75,0,0,0,0,39.2700,-96.4400,39.2700,-96.4400,0,0,0,0,0,149,0,0,0
689101,2024,06,13,2024-06-13,18:30:00,3,KS,20,0,2.00,0,0,0,0,39.2178,-96.4627,39.2178,-96.4627,0,0,0,0,0,149,0,0,0
689102,2024,06,13,2024-06-13,18:38:00,3,KS,20,0,1.25,0,0,0,0,39.2000,-96.3900,39.2000,-96.3900,0,0,0,0,0,149,0,0,0
689103,2024,06,13,2024-06-13,18:39:00,3,KS,20,0,1.75,0,0,0,0,39.2100,-96.3600,39.2100,-96.3600,0,0,0,0,0,149,0,0,0
689104,2024,06,13,2024-06-13,18:41:00,3,KS,20,0,1.25,0,0,0,0,39.2000,-96.3500,39.2000,-96.3500,0,0,0,0,0,149,0,0,0
689105,2024,06,13,2024-06-13,18:45:00,3,KS,20,0,2.00,0,0,0,0,39.2000,-96.3500,39.2000,-96.3500,0,0,0,0,0,149,0,0,0
689106,2024,06,13,2024-06-13,18:45:00,3,IL,17,0,0.88,0,0,0,0,40.5300,-89.3500,40.5300,-89.3500,0,0,0,0,0,179,0,0,0
689107,2024,06,13,2024-06-13,18:46:00,3,KS,20,0,1.75,0,0,0,0,39.2500,-96.3100,39.2500,-96.3100,0,0,0,0,0,149,0,0,0
689108,2024,06,13,2024-06-13,18:46:00,3,KS,20,0,1.75,0,0,0,0,39.2000,-96.3100,39.2000,-96.3100,0,0,0,0,0,149,0,0,0
689109,2024,06,13,2024-06-13,18:50:00,3,KS,20,0,2.00,0,0,0,0,39.2000,-96.2900,39.2000,-96.2900,0,0,0,0,0,149,0,0,0
689110,2024,06,13,2024-06-13,18:50:00,3,KS,20,0,2.50,0,0,0,0,39.2100,-96.3000,39.2100,-96.3000,0,0,0,0,0,149,0,0,0
689111,2024,06,13,2024-06-13,18:51:00,3,KS,20,0,1.00,0,0,0,0,39.0300,-97.4600,39.0300,-97.4600,0,0,0,0,0,143,0,0,0
689112,2024,06,13,2024-06-13,18:52:00,3,KS,20,0,1.50,0,0,0,0,39.2100,-96.3000,39.2100,-96.3000,0,0,0,0,0,149,0,0,0
689113,2024,06,13,2024-06-13,18:53:00,3,KS,20,0,1.50,0,0,0,0,39.2100,-96.3100,39.2100,-96.3100,0,0,0,0,0,149,0,0,0
689114,2024,06,13,2024-06-13,19:03:00,3,KS,20,0,1.00,0,0,0,0,39.1200,-97.7000,39.1200,-97.7000,0,0,0,0,0,143,0,0,0
689115,2024,06,13,2024-06-13,19:06:00,3,KS,20,0,1.50,0,0,0,0,39.1200,-97.7000,39.1200,-97.7000,0,0,0,0,0,143,0,0,0
689116,2024,06,13,2024-06-13,19:08:00,3,IL,17,0,0.88,0,0,0,0,39.8011,-89.6500,39.8011,-89.6500,0,0,0,0,0,167,0,0,0
689117,2024,06,13,2024-06-13,19:09:00,3,KS,20,0,1.00,0,0,0,0,39.1200,-97.7100,39.1200,-97.7100,0,0,0,0,0,143,0,0,0
689118,2024,06,13,2024-06-13,19:12:00,3,KS,20,0,1.00,0,0,0,0,39.1300,-97.7000,39.1300,-97.7000,0,0,0,0,0,143,0,0,0
689119,2024,06,13,2024-06-13,19:12:00,3,IL,17,0,0.88,0,0,0,0,40.6500,-89.0300,40.6500,-89.0300,0,0,0,0,0,113,0,0,0
689120,2024,06,13,2024-06-13,19:39:00,3,KS,20,0,1.75,0,0,0,0,39.4600,-95.7300,39.4600,-95.7300,0,0,0,0,0,85,0,0,0
689121,2024,06,13,2024-06-13,19:47:00,3,KS,20,0,1.00,0,0,0,0,39.4600,-95.7300,39.4600,-95.7300,0,0,0,0,0,85,0,0,0
689122,2024,06,13,2024-06-13,19:48:00,3,KS,20,0,1.75,0,0,0,0,39.4100,-95.6800,39.4100,-95.6800,0,0,0,0,0,85,0,0,0
689123,2024,06,13,2024-06-13,20:10:00,3,KS,20,0,0.75,0,0,0,0,39.3500,-95.4900,39.3500,-95.4900,0,0,0,0,0,87,0,0,0
689124,2024,06,14,2024-06-14,06:53:00,3,KS,20,0,1.25,0,0,0,0,37.9700,-101.7800,37.9700,-101.7800,0,0,0,0,0,75,0,0,0
